DRUGBANK,name,groups,DRUGS PRODUCT DATABASE (DPD),PUBCHEM SUBSTANCE,KEGG DRUG,PHARMGKB,UNIPROTKB,THERAPEUTIC TARGETS DATABASE,WIKIPEDIA,CHEMBL,RXCUI,GENBANK,KEGG COMPOUND,CHEBI,PUBCHEM COMPOUND,CHEMSPIDER,BINDINGDB,IUPHAR,GUIDE TO PHARMACOLOGY,PDB,ZINC
DB09094,Podophyllin,approved,6689,310265021,,,,,Podophyllin,,8462,,,,11979494,10152781,,,,,
DB09096,Benzoyl peroxide,approved,6850,310265023,D03093,,,,Benzoyl_peroxide,CHEMBL1200370,1418,,C19346,82405,7187,6919,,,,,ZINC000000001016
DB09097,Quinagolide,"approved,investigational",13315,310265024,,,,,Quinagolide,CHEMBL290962,76887,,,135627,3086401,2343034,50225362,,,,ZINC000003778441
DB09099,Somatostatin,"approved,investigational",11700,310265025,D07431,,,,Somatostatin,CHEMBL1823872,9939,,,64628,16129681,17286507,81767,,,,
DB09100,"Thyroid, porcine",approved,6617,347910404,,,,,,,235479,,,,,,,,,,
DB09101,Elvitegravir,approved,21507,310265026,,,,,Elvitegravir,CHEMBL204656,1306286,,,72289,5277135,4441060,50183273,,,ELV,ZINC000013682481
DB09102,Daclatasvir,"approved,investigational",22633,310265027,D10105,PA166128167,,,Daclatasvir,CHEMBL2023898,1606218,,,82977,25154714,24609522,50387084,,,,ZINC000068204830
DB09104,Magnesium hydroxide,"approved,investigational",720,310265028,,,,,Magnesium_hydroxide,CHEMBL1200718,6581,,C07876,6637,73981,14107,,,,,
DB09105,Asfotase alfa,"approved,investigational",22632,347910406,D10595,,,,Asfotase_alfa,CHEMBL2108311,1720259,,,,,,,,,,
DB09106,Hydroxyethyl Starch,approved,20505,347910407,D03335,,,,,CHEMBL2108448,5531,,,,,,,,,,
DB09107,Methoxy polyethylene glycol-epoetin beta,approved,20205,347910408,,,,,Methoxy_polyethylene_glycol-epoetin_beta,,729596,,,,,,,,,,
DB09108,Simoctocog alfa,approved,22528,347910409,,,,,,,1729084,,,,,,,,,,
DB09109,Turoctocog alfa,"approved,investigational",22548,347910410,,,,,Turoctocog_alfa,,1737557,,,,,,,,,,
DB09110,Coenzyme M,"approved,investigational",1281,310265029,,,,,Coenzyme_M,CHEMBL1098319,1546354,,C03576,17905,598,578,,,,COM,ZINC000003831040
DB09111,Pentastarch,"approved,investigational",1211,347910411,,,,,Pentastarch,,816249,,,,,,,,,,
DB09112,Nitrous acid,"approved,investigational",9134,310265030,,PA166115361,,,Nitrous_acid,CHEMBL1161681,,,C00088,25567,23668193,22936,50147619,,,,
DB09113,Poractant alfa,approved,11967,347910412,D08402,,,,Poractant_alfa,CHEMBL1201622,236381,,,,,,,,,,
DB09115,Diiodohydroxyquinoline,approved,6848,310265032,D00581,,,,Diiodohydroxyquinoline,CHEMBL86754,3435,,C07636,5950,3728,3597,66035,,,,ZINC000003830942
DB09117,Paraldehyde,"approved,investigational",5663,310265034,,,,,Paraldehyde,CHEMBL1410743,7909,,C07834,27909,31264,21106173,,,,,ZINC000000001886
DB09118,Stiripentol,approved,21532,310265035,,,,,Stiripentol,CHEMBL1983350,2054968,,,,5311454,4470940,,,,,
DB09119,Eslicarbazepine acetate,approved,22430,310265036,D09612,,,,Eslicarbazepine_acetate,CHEMBL87992,1482501,,,87016,179344,156110,50240669,,,,ZINC000000007295
DB09120,Zucapsaicin,"approved,investigational",20612,310265037,,,,,Zucapsaicin,CHEMBL313971,,,,135952,1548942,1265956,,,,,ZINC000004468952
DB09122,Peginterferon beta-1a,approved,22631,347910413,D10483,,,,,,1546168,,,,,,,,,,
DB09123,Dienogest,approved,21018,310265039,,,,,Dienogest,CHEMBL1201864,22968,,,70708,68861,62093,,,,,ZINC000004215629
DB09124,Medrogestone,approved,7536,310265040,,,,,Medrogestone,CHEMBL2106825,6690,,,135446,9949848,8125459,,,,,ZINC000004216820
DB09125,Potassium citrate,"approved,investigational,vet_approved",7132,310265041,,,,,Potassium_citrate,CHEMBL1200458,54993,,,64733,13344,12775,,,,,
DB09126,Chorionic Gonadotropin (Human),"approved,vet_approved",7358,347910414,D06457,,,,Human_chorionic_gonadotropin,CHEMBL1201509,340705,,,81570,,,,,,,
DB09128,Brexpiprazole,"approved,investigational",22853,310265043,D10309,PA166160053,,,Brexpiprazole,CHEMBL2105760,1658314,,,134716,11978813,10152155,194780,,,,ZINC000084758479
DB09129,Chromic chloride,approved,2021,310265044,,,,,Chromium(III)_chloride,,21009,,,53351,6452300,23193,,,,,
DB09130,Copper,"approved,investigational",582,310265045,,PA449114,,,Copper,,2837,,C00070,28694,23978,22414,,,,,
DB09131,Cupric Chloride,"approved,investigational",5097,310265046,,,,,,CHEMBL1200553,150596,,,49553,24014,22447,,,,CUL,
DB09132,Gadoteric acid,approved,22820,310265047,D08007,,,,Gadoteric_acid,CHEMBL3833326,,,,73732,158536,139460,,,,,
DB09133,Iothalamic acid,approved,12861,310265048,D01258,,,,Iotalamic_acid,CHEMBL1201300,1546451,,,31713,3737,3606,,,,,ZINC000003830961
DB09134,Ioversol,approved,7218,310265049,D01555,,,,Ioversol,CHEMBL1200614,27792,,,31717,3741,3610,,,,,
DB09135,Ioxilan,approved,,310265050,D02161,,,,Ioxilan,CHEMBL1201075,27793,,,135884,3743,3612,,,,,
DB09136,Isosulfan blue,approved,11758,310265051,,,,,,CHEMBL1615783,1546453,,,,50108,4533,,,,,ZINC000003873832
DB09137,Technetium Tc-99m mebrofenin,approved,,310265052,D06037,,,,Technetium_(99mTc)_mebrofenin,CHEMBL2110555,1311500,,,,11431716,,,,,,
DB09138,Technetium Tc-99m medronate,approved,,310265053,D02029,,,,Technetium_(99mTc)_medronic_acid,CHEMBL2110576,1488818,,,32186,131704315,34995234,,,,,
DB09139,Technetium Tc-99m oxidronate,approved,,347827826,D06041,,,,,,,,,,123801,,,,,,
DB09140,Oxygen,"approved,vet_approved",2333,310265054,D00003,PA450744,,,Oxygen,CHEMBL1234886,7806,,C00007,27140,977,952,,,,OXY,
DB09141,Protamine sulfate,approved,5881,347910415,D02224,,,,Protamine_sulfate,,8825,,,,,,,,,,
DB09142,Sincalide,approved,2111,310265055,D05845,,,,Sincalide,CHEMBL1121,9800,,,135946,9833444,8009168,21147,,,,
DB09143,Sonidegib,"approved,investigational",,310265056,D10119,,,,Sonidegib,CHEMBL2105737,1659191,,,90863,24775005,25027390,50394562,,,,ZINC000068202099
DB09144,Uridine triacetate,"approved,investigational",,310265057,D09985,,,,Uridine_triacetate,CHEMBL2107381,1665222,,,90914,20058,18897,,,,,ZINC000003843198
DB09145,Water,approved,8828,310265058,D00001,,,,Water,CHEMBL1098659,107129,,C00001,15377,962,937,,,,HOH,
DB09146,Iron sucrose,approved,309,310265059,,,,,Iron_sucrose,CHEMBL1200823,1484283,,,,91663255,32699616,,,,,
DB09148,Florbetaben (18F),approved,,310265061,D10002,,,,Florbetaben_(18F),CHEMBL566752,1492940,,,79033,11501341,9676143,,,,,ZINC000100529288
DB09149,Florbetapir (18F),"approved,investigational",,310265062,D09617,,,,Florbetapir_(18F),CHEMBL1774461,1427224,,,66880,24822371,26348452,,,,,ZINC000100090643
DB09151,Flutemetamol (18F),"approved,investigational",,310265064,D10231,,,,Flutemetamol_(18F),CHEMBL2042122,1486025,,,76611,15950376,13092196,,,,,ZINC000100096928
DB09152,Nitrogen,"approved,vet_approved",2332,310265065,D00083,,,,Nitrogen,CHEMBL142438,7456,,C00697,17997,947,922,,,,HDZ,
DB09153,Sodium chloride,"approved,vet_approved",11393,310265066,D02056,PA451382,,,Sodium_chloride,CHEMBL1200574,9863,,C13563,26710,5234,5044,50098543,,,,
DB09154,Sodium citrate,"approved,investigational",11969,310265067,D05855,,,,Sodium_citrate,CHEMBL1355,56466,,,53258,6224,5989,,,,,
DB09155,Helium,"approved,investigational,vet_approved",2334,310265068,D04420,PA449848,,,Helium,CHEMBL1796997,5140,,,33681,23987,22423,,,,,
DB09156,Iopromide,approved,521,310265069,D01893,,,,Iopromide,CHEMBL1725,27781,,,63578,3736,3605,,,,,
DB09157,Carbon dioxide,"approved,investigational,vet_approved",2335,310265070,D00004,PA448801,,,Carbon_dioxide,CHEMBL1231871,2034,,C00011,16526,280,274,,,,CO2,
DB09158,Trypan blue free acid,approved,18848,310265071,,,,,Trypan_blue,CHEMBL1089641,1726081,,C19307,78900,9562061,14833963,,,,,ZINC000169289767
DB09160,Technetium Tc-99m tetrofosmin,approved,,310265073,D06050,,,,,,,,,,131704316,,,,,,
DB09161,Technetium Tc-99m sestamibi,"approved,investigational",,310265074,D01060,,,,Technetium_(99mTc)_sestamibi,CHEMBL2074398,1482913,,,9423,22617237,58829659,,,,,
DB09163,Technetium Tc-99m exametazime,approved,,347910416,D02284,,,,Technetium_(99mTc)_exametazime,CHEMBL2111018,1431726,,,,,,,,,,
DB09164,Technetium Tc-99m disofenin,approved,,347827828,,,,,,,37665,,,,11430828,,,,,,
DB09165,Technetium Tc-99m pyrophosphate,approved,,347827829,,,,,,,1488368,,,,6452753,,,,,,
DB09167,Dosulepin,approved,,310265076,D07872,,,,Dosulepin,CHEMBL1492500,3634,,,36803,5284550,4447605,,,,,ZINC000000020249
DB09183,Dasabuvir,approved,22555,310265091,D10582,PA166163411,,,Dasabuvir,CHEMBL3137312,1597381,,,85182,56640146,29776744,,,,,ZINC000095616937
DB09195,Lorpiprazole,approved,,310265103,,,,,Lorpiprazole,,,,,,20055414,16736802,,,,,ZINC000000537940
DB09205,Moxisylyte,"approved,investigational",,310265113,D08239,,,,Moxisylyte,CHEMBL159226,10561,,,94754,4260,4110,50452139,,,,ZINC000000057401
DB09208,Pegloticase,"approved,investigational",,347910417,D09316,,,,Pegloticase,CHEMBL1237025,1011650,,,,,,,,,,
DB09209,Pholcodine,"approved,illicit",,310265116,D07385,,,,Pholcodine,CHEMBL2105224,33431,,,53579,5311356,4470854,,,,,ZINC000004217287
DB09210,Piracetam,"approved,investigational",,,,,,,Piracetam,CHEMBL36715,8351,,,32010,,4677,62877,,,PZI,ZINC000003812874
DB09212,Loxoprofen,approved,,310265119,D08149,PA166049180,,,Loxoprofen,CHEMBL19299,28908,,,76172,3965,3828,50140320,,,,
DB09213,Dexibuprofen,"approved,investigational",,310265120,D03715,PA166049174,,,Dexibuprofen,CHEMBL175,,,,43415,39912,36498,50169047,,,IBP,ZINC000000002647
DB09214,Dexketoprofen,"approved,investigational",,310265121,D07269,PA166049175,,,Dexketoprofen,CHEMBL75435,237162,,,76128,667550,580922,50088570,,,9KL,ZINC000000005560
DB09216,Tolfenamic acid,"approved,investigational",928,310265123,D01183,PA166049189,,,Tolfenamic_acid,CHEMBL121626,38377,,,32243,610479,530683,35905,,,TLF,ZINC000000002188
DB09219,Bisoxatin,approved,,310265126,,,,,Bisoxatin,,,,,135955,28689,26684,,,,,ZINC000002017901
DB09220,Nicorandil,"approved,investigational",,310265127,D01810,,,,Nicorandil,CHEMBL284906,31748,,C13280,31905,47528,43240,,,,,ZINC000001533102
DB09222,Fibrinogen human,approved,20462,347910418,,,,,Fibrin_glue,,4385,,,,,,,,,,
DB09228,Conestat alfa,"approved,investigational",,347910420,,,P05155,,C1-inhibitor,,1599831,,,,,,,,,,
DB09236,Lacidipine,"approved,investigational",,310265140,D04657,,,,Lacidipine,CHEMBL460291,28382,,,135737,5311217,4470736,,,,,ZINC000100015470
DB09237,Levamlodipine,"approved,investigational",,310265141,,,,,Levamlodipine,CHEMBL2111097,,,,53796,9822750,7998499,,,,6UB,ZINC000100001964
DB09238,Manidipine,"approved,investigational",,347827830,,,,,Manidipine,CHEMBL1085699,29275,,,135849,4008,3868,,,,,
DB09241,Methylene blue,"approved,investigational",7160,310265144,,,,,Methylene_blue,CHEMBL405110,6878,,C00220,6872,6099,5874,,,,,
DB09242,Moxonidine,"approved,investigational",,310265145,D05087,,,,Moxonidine,CHEMBL19236,30257,,C07451,7009,4810,4645,50050093,,,,ZINC000001854466
DB09255,Dextran,"approved,investigational,vet_approved",3054,347910421,D00060,,,,Dextran,,42635,,C00372,,,,,,,,
DB09256,Tegafur,"approved,investigational",,310265158,D01244,,,,Tegafur,CHEMBL20883,4582,,C12673,32188,5386,5193,,,,,
DB09257,Gimeracil,approved,,310265159,D01846,,,,,CHEMBL1730601,,,,31652,54679224,3353,,,,,ZINC000013831809
DB09258,Bemiparin,"approved,investigational",,347910422,,,,,Bemiparin_sodium,,280611,,,,,,,,,,
DB09259,Reviparin,"approved,investigational",,347910423,D03337,,,,Reviparin_sodium,,75960,,,,,,,,,,
DB09260,Parnaparin,"approved,investigational",,347910424,,,,,Parnaparin,,69528,,,,,,,,,,
DB09261,Certoparin,"approved,investigational",,347910425,,,,,Certoparin_sodium,,152610,,,,,,,,,,
DB09263,Patiromer,"approved,investigational",22995,347910426,D10148,,,,Patiromer,CHEMBL2107875,1716203,,,,,,,,,,
DB09264,Idarucizumab,approved,22710,347910427,D10741,,,,Idarucizumab,,1716191,,,,,,,,,,
DB09265,Lixisenatide,approved,22870,310265161,D09729,,,,Lixisenatide,CHEMBL2108336,1440051,,,85662,131704317,17295846,,,,,
DB09266,Technetium Tc-99m tilmanocept,"approved,investigational",,347910428,,,,,,,1373391,,,,,,,,,,
DB09268,Picosulfuric acid,approved,13334,310265163,,,,,Sodium_picosulfate,CHEMBL1741134,1546457,,,,5243,5053,,,,,ZINC000003873921
DB09269,Phenylacetic acid,approved,,310265164,,,,,Phenylacetic_acid,CHEMBL1044,33332,,C07086,30745,999,10181341,16419,,,PAC,ZINC000000388462
DB09270,Ubidecarenone,"approved,investigational,nutraceutical",1357,310265165,D01065,,,,Coenzyme_Q10,CHEMBL454801,21406,,C11378,46245,5281915,4445197,,,,U10,ZINC000085427689
DB09272,Eluxadoline,"approved,investigational",22846,310265167,D10403,,,,Eluxadoline,CHEMBL2159122,1653781,,,85980,11250029,9425062,50393720,,,,ZINC000014210876
DB09274,Artesunate,"approved,investigational",,310265169,D02482,,,,Artesunate,CHEMBL361497,18346,,,63918,6917864,5293084,,,,D95,ZINC000014096305
DB09275,Bismuth subcitrate potassium,"approved,investigational",7051,347827831,,,,,Bismuth_subcitrate,,,,,,118987133,34989447,,,,,
DB09276,Sodium aurothiomalate,"approved,investigational",6469,310265170,,,,,Sodium_aurothiomalate,,4981,,,35864,16760302,20946,,,,,
DB09277,Choline C 11,"approved,investigational",,310265171,,,,,,CHEMBL2095207,,,,72321,14989482,28514887,,,,,
DB09278,Activated charcoal,approved,78,347827832,D03251,,,,Activated_charcoal_(medication),CHEMBL2106049,272,,,27594,297,4575370,,,,,
DB09280,Lumacaftor,approved,22685,310265173,D10134,PA166114483,,,Lumacaftor,CHEMBL2103870,1655922,,,90951,16678941,17611836,,,,,ZINC000064033452
DB09281,Magnesium trisilicate,approved,9269,310265174,D03271,,,,Magnesium_trisilicate,CHEMBL2096633,29170,,,,5311266,4470779,,,,,
DB09282,Molsidomine,"approved,investigational",,310265175,D01320,,,,Molsidomine,CHEMBL1329455,7023,,,92623,5353788,4090,39912,,,,
DB09287,Polyethylene glycol,"approved,vet_approved",13418,347910429,D03370,,,,Polyethylene_glycol,CHEMBL1201478,1310594,,,,,,,,,,
DB09291,Rolapitant,"approved,investigational",,310265183,D10742,,,,Rolapitant,CHEMBL3707331,1665496,,,90908,10311306,8486772,,,,,ZINC000003816514
DB09292,Sacubitril,approved,22647,310265184,D10225,PA166131580,,,Sacubitril,CHEMBL3137301,1656328,,,134714,9811834,7987587,,,,,ZINC000003792417
DB09293,Iodide I-131,"approved,investigational",,310265185,D02259,,,,Iodine-131,CHEMBL1201084,1546394,,,,167195,146281,,,,,
DB09296,Ombitasvir,"approved,investigational",22554,310265188,D10745,PA166163409,,,Ombitasvir,CHEMBL3127326,1597371,,,85183,54767916,31136214,,,,,ZINC000150601177
DB09297,Paritaprevir,"approved,investigational",22556,310265189,D10580,PA166163410,,,Paritaprevir,CHEMBL3391662,1597373,,,85188,68498031,32700634,,,,,ZINC000197964623
DB09299,Tenofovir alafenamide,approved,22668,310265191,D10428,,,,Tenofovir_alafenamide,CHEMBL2107825,1721603,,,90926,9574768,7849225,,,,,ZINC000100055899
DB09300,Butylscopolamine,"approved,investigational,vet_approved",9008,310265192,D01451,,,,Butylscopolamine,CHEMBL1618102,1085787,,,145701,6852391,21782131,,,,,ZINC000100047075
DB09301,Chondroitin sulfate,"approved,investigational,nutraceutical",,347910430,D00080,,,,Chondroitin_sulfate,,2473,,C00607,,,,,,,,
DB09302,Alirocumab,approved,22706,347910431,D10335,,,,Alirocumab,CHEMBL2109540,1659152,,,,,,,,,,
DB09303,Evolocumab,approved,22637,347910432,D10557,,,,Evolocumab,CHEMBL2364655,1665684,,,,,,,,,,
DB09310,Catridecacog,approved,21399,347910434,D10532,,,,Catridecacog,CHEMBL2108282,1488293,,,,,,,,,,
DB09312,Antilymphocyte immunoglobulin (horse),"approved,investigational",7645,347910436,D08808,,,,Anti-thymocyte_globulin,,1011,,,,,,,,,,
DB09313,Ioxaglic acid,"approved,investigational",8095,310265198,D01761,,,,Ioxaglic_acid,CHEMBL1201291,1426458,,,31718,3742,3611,,,,,
DB09314,Technetium Tc-99m pertechnetate,"approved,investigational",,310265199,D08761,,,,Pertechnetate,CHEMBL2109884,1489762,,,,131709156,,,,,,
DB09315,Xenon-133,approved,,310265200,,,,,Isotopes_of_xenon,CHEMBL1200685,259282,,,,66376,59751,,,,,
DB09316,Thallous Chloride,approved,,310265201,,,,,Thallium(I)_chloride,CHEMBL2110567,91588,,C15226,37117,24642,23044,,,,,
DB09317,"Synthetic Conjugated Estrogens, A",approved,,347910437,,,,,Conjugated_estrogen,CHEMBL1201649,253166,,,,,,,,,,
DB09318,"Synthetic Conjugated Estrogens, B",approved,,347910438,D05987,,,,Conjugated_estrogen,CHEMBL1201467,618365,,,,,,,,,,
DB09319,Carindacillin,"approved,investigational",,,,,,,Carindacillin,CHEMBL1596,,,,52015,,84127,,,,,
DB09320,Procaine benzylpenicillin,"approved,vet_approved",11083,310265202,,,,,Procaine_benzylpenicillin,CHEMBL1628385,7983,,,52154,5903,5692,,,,,
DB09321,Zinc oxide,approved,7289,310265203,D01170,,,,Zinc_oxide,CHEMBL1201128,11423,,,36560,14806,14122,,,,,
DB09322,Zinc sulfate,"approved,investigational",20479,310265204,,PA451971,,,Zinc_sulfate,CHEMBL1200929,39954,,,35176,24424,22833,,,,,
DB09324,Sulbactam,approved,8339,310265206,D02223,,,,Sulbactam,CHEMBL403,10167,,C07770,9321,130313,115306,50021954,,,0RN,ZINC000000897244
DB09325,Sodium fluoride,approved,11088,310265207,,PA451388,,,Sodium_fluoride,CHEMBL1528,9873,,C08142,28741,5235,5045,50209223,,,,
DB09326,Ammonia N-13,approved,,310265208,,,,,Nitrogen-13,CHEMBL1201189,1305558,,,135980,119432,106665,,,,,
DB09327,Tegafur-uracil,"approved,investigational",,310265209,,,,,Tegafur-uracil,,,,,,104747,94558,,,,,
DB09328,Vayarin,"approved,investigational",,347910439,,,,,Vayarin,,,,,,,,,,,,
DB09329,"Antihemophilic Factor (Recombinant), PEGylated","approved,investigational",22819,347910440,,,,,,,1741397,,,,,,,,,,
DB09330,Osimertinib,approved,22731,310265210,,PA166131626,,,Osimertinib,CHEMBL3353410,1721560,,,90943,71496458,31042598,50029668,,,YY3,ZINC000098023177
DB09331,Daratumumab,approved,22729,347910441,,,,,Daratumumab,CHEMBL1743007,1721947,,,,,,,,,,
DB09332,Kappadione,approved,,310265211,,,,,Kappadione,,,,,,8555,8237,,,,,
DB09334,Seractide acetate,approved,,,,,,,,CHEMBL1201489,1999801,,,,,,,,,,
DB09337,Medical air,"approved,vet_approved",2328,347910443,,,,,,,411,,,,,,,,,,
DB09340,Tyropanoic acid,approved,,310265215,,,,,Tyropanoic_acid,CHEMBL1201261,,,,135862,5611,5409,,,,,
DB09341,"Dextrose, unspecified form","approved,vet_approved",20521,310265216,,,,,Glucose,,,,,,,,,,,,
DB09342,Propoxycaine,approved,,310265217,,,,,Propoxycaine,CHEMBL1195,,,C07895,8496,6843,6582,50225492,,,,ZINC000001530942
DB09343,Tipiracil,"approved,investigational",22929,310265218,,,,,Tipiracil,CHEMBL235668,1670304,,,90879,6323266,13243748,20079,,,,ZINC000100032379
DB09345,Pramocaine,approved,6343,310265219,,,,,Pramocaine,CHEMBL1198,34347,,C07892,8357,4886,4717,50225493,,,PX9,ZINC000019594594
DB09346,Metrizoic acid,approved,,310265220,,,,,Metrizoic_acid,CHEMBL1736,,,C14165,34847,2528,2433,,,,,ZINC000003831116
DB09349,Gastric intrinsic factor,"approved,experimental",,347910446,,,,,Gastric_intrinsic_factor,,5920,,,,,,,,,,
DB09350,Piperonyl butoxide,"approved,vet_approved",6438,310265223,D08383,,,,Piperonyl_butoxide,CHEMBL1201131,8345,,C18880,32687,5794,5590,181115,,,,ZINC000003875342
DB09351,Levobetaxolol,"approved,investigational",,310265224,,,,,Levobetaxolol,CHEMBL1201274,353497,,,59254,60657,54669,25752,,,,ZINC000001530567
DB09352,Hydroxyamphetamine,approved,,347827833,,,,,4-Hydroxyamphetamine,CHEMBL1546,7839,,,103855,3651,3525,81459,,,,
DB09353,Octasulfur,approved,74,347827834,,,,,Octasulfur,,,,,29385,66348,59726,,,,PS9,
DB09355,Sulfabenzamide,approved,8126,,,,,,Sulfabenzamide,CHEMBL1243,37320,,,94677,,5128,,,,BS4,ZINC000005421253
DB09357,Dexpanthenol,approved,703,347827835,D00193,,,,Dexpanthenol,CHEMBL1200979,22701,,C05944,,131204,115991,,,,,
DB09364,Procaine merethoxylline,approved,,,,,,,Procaine_merethoxylline,,,,,,,21243345,,,,,
DB09366,Propyliodone,approved,,,D01755,,,,Propyliodone,CHEMBL1200821,8793,,,32064,,4780,,,,,ZINC000003831392
DB09369,Polyestradiol phosphate,approved,,,D07434,,,,Polyestradiol_phosphate,CHEMBL1201477,34120,,,,,,,,,,
DB09370,Sodium phosphate P 32,approved,,,,,,,,CHEMBL2107525,91559,,,,,64319,,,,,
DB09371,Norethynodrel,approved,,,D05207,,,,Norethynodrel,CHEMBL1387,7515,,C14249,34895,,5995,50410507,,,,ZINC000118913164
DB09372,Tannic acid,approved,6999,347910448,,,,,Tannic_acid,,10328,,,75211,,17288010,,,,,
DB09373,Trolamine polypeptide oleate condensate,"approved,vet_approved",,,,,,,,,,,,,,,,,,,
DB09374,Indocyanine green acid form,"approved,investigational",5920,347827836,D01342,,,,Indocyanine_green,CHEMBL1615807,2199577,,,31696,11967809,18109,,,,,ZINC000008101127
DB09375,Chymotrypsin,"approved,vet_approved",10236,347910449,D03484,,,,Chymotrypsin,CHEMBL1201465,2530,,,,,,,,,,
DB09376,Lapyrium,approved,,347827837,,,,,Lapyrium,CHEMBL1201786,28456,,,135534,22660,21241,,,,,ZINC000008214591
DB09377,Undecoylium chloride iodine complex,approved,,,,,,,Undecoylium_chloride_iodine_complex,,,,,,,14224,,,,,
DB09378,Fluprednisolone,approved,,,D04227,,,,Fluprednisolone,CHEMBL1200774,4497,,C14618,34474,,5665,,,,,ZINC000003875362
DB09380,Sodium chromate Cr-51,approved,,,,,,,,,91510,,,,,2338409,,,,,
DB09381,Esterified estrogens,approved,7436,347910451,,,,,Esterified_estrogens,,214549,,,,,,,,,,
DB09382,Iodohippurate sodium I-131,approved,,,,,,,,CHEMBL1200763,,,,134740,,64825,,,,,
DB09383,Meprednisone,"approved,investigational",,,,,,,Meprednisone,CHEMBL1201148,29523,,,135573,,4447637,,,,,ZINC000004216862
DB09385,Cyanocobalamin Co-57,approved,,,,,,,,,91516,,,,,,,,,,
